loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,chargeoff_within_12_mths,pub_rec_bankruptcies,tax_liens,revol_util_missing,loan_to_income,installment_ratio,credit_age_years,loan_duration_days,high_dti_flag,high_interest_flag,target_default
5500,5500, 36 months,7.49,171.06,A,A4,Unlimited Innovations Inc.,9 years,MORTGAGE,90080.61,Not Verified,2011-08-01,Fully Paid,credit_card,928xx,CA,6.73,0,2001-12-01,0,0.0,0.0,3,0,5199,25.74,7,2012-12-01,2013-02-01,0.0,0.0,0.0,0.0,0,0.06105642490653649,0.001898965826274933,9.67123287671233,488.0,0,0,0
13400,13400, 60 months,23.22,379.45,G,G4,Resource Financial Group,5 years,RENT,52000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,606xx,IL,20.58,2,2000-10-01,2,10.0,0.0,13,0,11981,98.2,21,2014-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.25769230769230766,0.0072971153846153845,10.838356164383562,1127.0,1,1,0
10000,10000, 60 months,17.99,253.88,E,E1,Jeff Kruse Masonry,2 years,RENT,50004.0,Not Verified,2011-08-01,Current,major_purchase,342xx,FL,24.57,0,1993-04-01,1,24.0,0.0,11,0,6168,60.0,18,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1999840012798976,0.0050771938244940406,18.345205479452055,1735.0,1,1,0
8000,8000, 36 months,16.49,283.2,D,D3,cheney bothers inc.,4 years,RENT,43000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,344xx,FL,19.84,0,2005-03-01,0,0.0,0.0,15,0,9968,56.0,18,2014-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.18604651162790697,0.006586046511627907,6.421917808219178,1127.0,0,1,0
35000,35000, 60 months,20.62,939.41,F,F2,Wilbert Plastic Services,2 years,MORTGAGE,110000.0,Verified,2011-08-01,Fully Paid,debt_consolidation,448xx,OH,21.82,0,1984-03-01,3,0.0,0.0,18,0,39304,91.8,31,2015-07-01,2015-07-01,0.0,0.0,0.0,0.0,0,0.3181818181818182,0.008540090909090909,27.435616438356163,1430.0,1,1,0
24000,24000, 36 months,10.99,785.62,B,B3,South Kitsap School District,10+ years,MORTGAGE,65000.0,Verified,2011-08-01,Fully Paid,debt_consolidation,983xx,WA,14.1,0,1993-06-01,0,0.0,0.0,12,0,23916,67.6,46,2014-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.36923076923076925,0.012086461538461539,18.17808219178082,1096.0,0,0,0
24000,24000, 36 months,16.49,849.59,D,D3,Ernst  and  Young LLP,4 years,RENT,124080.0,Verified,2011-08-01,Fully Paid,debt_consolidation,070xx,NJ,8.14,0,2005-09-01,0,28.0,0.0,14,0,10439,61.8,29,2013-11-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.19342359767891681,0.006847114764667956,5.917808219178082,823.0,0,1,0
10000,10000, 36 months,16.89,355.99,D,D4,Boyden Global Executive Search,6 years,MORTGAGE,120000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,113xx,NY,17.06,1,2000-11-01,1,11.0,0.0,18,0,16313,55.1,27,2014-03-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.08333333333333333,0.0029665833333333332,10.753424657534246,943.0,0,1,0
6000,6000, 36 months,7.49,186.61,A,A4,Reynolds Buick,1 year,MORTGAGE,108000.0,Source Verified,2011-08-01,Fully Paid,major_purchase,928xx,CA,2.16,0,1995-04-01,0,0.0,0.0,4,0,11817,55.5,8,2012-03-01,2012-03-01,0.0,0.0,0.0,0.0,0,0.05555555555555555,0.0017278703703703705,16.345205479452055,213.0,0,0,0
18000,18000, 36 months,11.49,593.49,B,B4,Spencer/East Brookfield Reg Sch District,9 years,MORTGAGE,63000.0,Source Verified,2011-08-01,Fully Paid,other,010xx,MA,7.5,0,1991-07-01,2,70.0,0.0,12,0,43703,0.0,32,2014-08-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.2857142857142857,0.009420476190476191,20.0986301369863,1096.0,0,0,0
10150,10150, 36 months,8.49,320.37,A,A5,Unknown,Unknown,OWN,33000.0,Verified,2011-08-01,Fully Paid,home_improvement,157xx,PA,20.76,0,1992-01-01,1,0.0,0.0,22,0,1345,2.0,50,2014-08-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.30757575757575756,0.009708181818181819,19.594520547945205,1096.0,1,0,0
12000,12000, 36 months,11.99,398.52,B,B5,RTP,< 1 year,MORTGAGE,67000.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,816xx,CO,14.6,1,2000-03-01,0,6.0,0.0,10,0,15029,47.9,22,2013-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1791044776119403,0.005948059701492537,11.424657534246576,762.0,0,0,0
6000,6000, 60 months,16.89,148.77,D,D4,"Web Creations & Consulting, LLC",4 years,RENT,18000.0,Source Verified,2011-08-01,Current,car,674xx,KS,10.53,0,1993-11-01,0,0.0,0.0,4,0,4020,83.7,4,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.008265,17.75890410958904,1735.0,0,1,0
12000,12000, 60 months,13.99,279.16,C,C3,Bemer Enterprises,3 years,RENT,50000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,062xx,CT,12.98,0,1999-02-01,1,0.0,97.0,8,1,2316,33.1,17,2014-01-01,2014-01-01,0.0,0.0,1.0,0.0,0,0.24,0.005583200000000001,12.504109589041096,884.0,0,0,0
5000,5000, 36 months,10.59,162.73,B,B2,Matan Companies,10+ years,MORTGAGE,125000.0,Not Verified,2011-07-01,Fully Paid,other,217xx,MD,8.34,0,1996-03-01,1,0.0,0.0,10,0,13373,67.6,25,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0,0.04,0.0013018399999999999,15.342465753424657,1127.0,0,0,0
11125,11125, 36 months,10.59,362.07,B,B2,"Excedo Solutions, LLC",3 years,MORTGAGE,193086.0,Verified,2011-08-01,Fully Paid,wedding,220xx,VA,17.15,0,1999-10-01,1,0.0,0.0,11,0,18840,41.6,21,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.05761681323348145,0.0018751747925794724,11.841095890410958,731.0,0,0,0
19800,19800, 60 months,12.99,450.41,C,C1,Teleflex Medical,2 years,MORTGAGE,45000.0,Not Verified,2011-08-01,Fully Paid,home_improvement,272xx,NC,11.84,0,1993-07-01,0,0.0,0.0,3,0,3418,40.2,11,2014-05-01,2015-11-01,0.0,0.0,0.0,0.0,0,0.44,0.010009111111111111,18.095890410958905,1004.0,0,0,0
6100,6100, 60 months,10.99,132.6,B,B3,Computer Science Corp (CSC),2 years,MORTGAGE,30000.0,Verified,2011-08-01,Charged Off,debt_consolidation,407xx,KY,18.12,0,1999-02-01,1,0.0,0.0,6,0,6139,57.4,15,2014-06-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.20333333333333334,0.0044199999999999995,12.504109589041096,1035.0,0,0,1
4500,4500, 36 months,10.59,146.46,B,B2,Word of Life Fellowship,3 years,RENT,19600.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,128xx,NY,23.45,0,2005-08-01,0,0.0,0.0,9,0,7787,43.0,15,2013-08-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.22959183673469388,0.007472448979591837,6.002739726027397,731.0,1,0,0
3000,3000, 36 months,6.99,92.62,A,A3,Sprint,2 years,OWN,32000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,664xx,KS,23.44,0,1997-11-01,1,0.0,0.0,11,0,1545,4.1,41,2014-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.09375,0.0028943750000000002,13.756164383561643,915.0,1,0,0
30000,30000, 36 months,10.99,982.02,B,B3,DeRoyal,10+ years,MORTGAGE,125000.0,Verified,2011-08-01,Fully Paid,debt_consolidation,721xx,AR,14.46,0,1987-04-01,2,0.0,0.0,13,0,7652,53.9,45,2014-08-01,2015-03-01,0.0,0.0,0.0,0.0,0,0.24,0.00785616,24.350684931506848,1096.0,0,0,0
11975,11975, 36 months,9.99,386.35,B,B1,University of Louisville,3 years,RENT,30000.0,Source Verified,2011-08-01,Fully Paid,credit_card,402xx,KY,21.48,0,2001-09-01,0,0.0,0.0,15,0,20566,65.8,19,2014-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.39916666666666667,0.012878333333333334,9.92054794520548,1096.0,1,0,0
8000,8000, 36 months,7.49,248.82,A,A4,"Boku, Inc.",< 1 year,RENT,90000.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,941xx,CA,15.0,0,2003-10-01,0,0.0,0.0,10,0,8665,35.1,28,2014-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.08888888888888889,0.0027646666666666666,7.838356164383562,1096.0,0,0,0
12000,12000, 36 months,11.49,395.66,B,B4,Sprint,8 years,MORTGAGE,132750.0,Source Verified,2011-07-01,Fully Paid,debt_consolidation,926xx,CA,13.75,0,2003-06-01,1,0.0,0.0,8,0,10931,56.1,13,2012-11-01,2012-11-01,0.0,0.0,0.0,0.0,0,0.0903954802259887,0.0029804896421845575,8.087671232876712,489.0,0,0,0
12000,12000, 60 months,8.49,246.15,A,A5,California Baptist University,10+ years,MORTGAGE,71000.0,Source Verified,2011-08-01,Fully Paid,vacation,925xx,CA,0.91,0,1997-08-01,0,0.0,0.0,6,0,2419,12.1,26,2015-06-01,2015-06-01,0.0,0.0,0.0,0.0,0,0.16901408450704225,0.0034669014084507043,14.008219178082191,1400.0,0,0,0
12000,12000, 36 months,16.49,424.8,D,D3,US Air Force,9 years,RENT,60500.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,809xx,CO,13.84,0,2000-10-01,1,25.0,0.0,8,0,11165,57.3,18,2013-03-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.19834710743801653,0.007021487603305785,10.838356164383562,578.0,0,1,0
20000,20000, 60 months,10.99,434.75,B,B3,UC Davis,10+ years,MORTGAGE,48000.0,Verified,2011-08-01,Fully Paid,other,957xx,CA,3.08,0,1994-10-01,0,0.0,0.0,5,0,1397,2.6,6,2014-10-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.4166666666666667,0.009057291666666667,16.843835616438355,1157.0,0,0,0
1500,1500, 36 months,6.99,46.31,A,A3,Refugee Family Services,1 year,RENT,12000.0,Source Verified,2011-08-01,Fully Paid,major_purchase,303xx,GA,24.4,0,1993-08-01,0,0.0,0.0,8,0,1751,33.0,14,2012-03-01,2012-03-01,0.0,0.0,0.0,0.0,0,0.125,0.003859166666666667,18.01095890410959,213.0,1,0,0
4800,4800, 36 months,13.49,162.87,C,C2,Forever 21,< 1 year,RENT,21600.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,919xx,CA,11.5,1,2005-04-01,2,4.0,0.0,15,0,4791,73.7,20,2013-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.2222222222222222,0.007540277777777778,6.336986301369863,519.0,0,0,0
4000,4000, 60 months,15.99,97.26,D,D2,TD Bank,4 years,RENT,31000.0,Verified,2011-08-01,Fully Paid,other,112xx,NY,24.04,0,2004-11-01,3,46.0,0.0,14,0,4160,28.0,18,2015-11-01,2015-11-01,0.0,0.0,0.0,0.0,0,0.12903225806451613,0.00313741935483871,6.750684931506849,1553.0,1,1,0
25975,25975, 60 months,14.79,615.09,C,C4,Cobb County Public Schools,10+ years,MORTGAGE,72702.24,Verified,2011-08-01,Fully Paid,debt_consolidation,301xx,GA,24.94,0,1982-10-01,2,0.0,0.0,11,0,53554,68.7,22,2015-05-01,2016-01-01,0.0,0.0,0.0,0.0,0,0.3572792255094203,0.008460399569531834,28.852054794520548,1369.0,1,0,0
6400,6400, 36 months,10.99,209.5,B,B3,Suncoast Electric,6 years,MORTGAGE,39000.0,Source Verified,2011-08-01,Fully Paid,wedding,337xx,FL,20.8,0,2006-05-01,0,0.0,0.0,4,0,0,0.0,11,2012-03-01,2013-10-01,0.0,0.0,0.0,0.0,0,0.1641025641025641,0.005371794871794872,5.254794520547946,213.0,1,0,0
6000,6000, 36 months,12.99,202.14,C,C1,Light House Communications,< 1 year,RENT,32000.0,Source Verified,2011-08-01,Fully Paid,major_purchase,267xx,WV,18.94,0,1999-08-01,1,57.0,80.0,6,1,2288,91.5,16,2014-04-01,2014-04-01,0.0,0.0,0.0,0.0,0,0.1875,0.006316875,12.008219178082191,974.0,0,0,0
2600,2600, 36 months,5.99,79.09,A,A2,Landrys rest corp,6 years,MORTGAGE,63000.0,Not Verified,2011-08-01,Charged Off,small_business,082xx,NJ,4.43,0,1992-03-01,3,0.0,0.0,6,0,0,0.0,27,2013-11-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.04126984126984127,0.0012553968253968255,19.43013698630137,823.0,0,0,1
3300,3300, 36 months,5.42,99.53,A,A1,Carnegie Mellon University,4 years,MORTGAGE,79100.0,Not Verified,2011-08-01,Fully Paid,credit_card,160xx,PA,13.11,0,1982-04-01,0,0.0,0.0,9,0,18578,23.1,14,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0,0.041719342604298354,0.0012582806573957018,29.353424657534248,1096.0,0,0,0
9600,9600, 36 months,8.49,303.01,A,A5,U.S. Court of Appeals,7 years,RENT,65450.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,021xx,MA,23.91,0,1997-12-01,0,0.0,0.0,14,0,12193,77.2,47,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0,0.1466768525592055,0.004629640947288006,13.673972602739726,1096.0,1,0,0
9975,9975, 36 months,10.99,326.53,B,B3,UBM TechWeb,< 1 year,RENT,72000.0,Verified,2011-08-01,Fully Paid,wedding,805xx,CO,1.27,0,1999-05-01,3,68.0,0.0,4,0,167,0.9,18,2013-02-01,2015-05-01,0.0,0.0,0.0,0.0,0,0.13854166666666667,0.004535138888888889,12.26027397260274,550.0,0,0,0
7500,7500, 60 months,15.99,182.35,D,D2,Chevron,10+ years,MORTGAGE,102996.0,Not Verified,2011-08-01,Fully Paid,home_improvement,967xx,HI,14.23,0,1999-09-01,0,0.0,0.0,10,0,27537,90.0,46,2015-07-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.07281836187813119,0.0017704571051302962,11.923287671232877,1430.0,0,1,0
12000,12000, 36 months,11.49,395.66,B,B4,The Walt Disney Company,4 years,MORTGAGE,87600.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,925xx,CA,17.73,0,1972-09-01,0,0.0,0.0,9,0,38342,93.5,24,2014-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.136986301369863,0.004516666666666667,38.93972602739726,1096.0,0,0,0
9250,9250, 36 months,10.59,301.05,B,B2,Summit Career College,1 year,RENT,40000.0,Source Verified,2011-08-01,Charged Off,debt_consolidation,928xx,CA,22.38,0,2004-07-01,0,0.0,0.0,5,0,12507,68.7,10,2013-09-01,2014-02-01,0.0,0.0,0.0,0.0,0,0.23125,0.00752625,7.087671232876712,762.0,1,0,1
9500,9500, 36 months,8.49,299.85,A,A5,Flanagan-Cornell High School,5 years,MORTGAGE,47300.0,Source Verified,2011-08-01,Fully Paid,major_purchase,615xx,IL,0.28,0,2004-02-01,2,0.0,0.0,4,0,568,5.2,8,2013-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.20084566596194503,0.0063393234672304444,7.501369863013698,639.0,0,0,0
20250,20250, 60 months,20.99,547.72,F,F3,UNITED STATES NAVY,6 years,MORTGAGE,51600.0,Verified,2011-08-01,Charged Off,debt_consolidation,985xx,WA,20.93,0,2003-05-01,1,0.0,0.0,16,0,14132,51.6,21,2012-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.39244186046511625,0.010614728682170543,8.257534246575343,184.0,1,1,1
20000,20000, 60 months,18.39,512.13,E,E2,McDonald's,10+ years,MORTGAGE,54000.0,Verified,2011-08-01,Charged Off,other,488xx,MI,10.11,1,1999-01-01,0,17.0,0.0,13,0,11290,31.3,36,2013-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.37037037037037035,0.009483888888888889,12.58904109589041,519.0,0,1,1
1000,1000, 60 months,10.99,21.74,B,B3,time warner cable,10+ years,MORTGAGE,60000.0,Verified,2011-08-01,Current,car,423xx,KY,5.34,0,1995-01-01,0,34.0,0.0,10,0,1427,6.3,31,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0003623333333333333,16.59178082191781,1735.0,0,0,0
20000,20000, 60 months,12.99,454.96,C,C1,G4S Secure Solutions,4 years,MORTGAGE,51000.0,Verified,2011-08-01,Fully Paid,home_improvement,334xx,FL,17.41,0,1997-09-01,0,0.0,110.0,12,1,6477,48.3,23,2015-01-01,2015-01-01,0.0,0.0,1.0,0.0,0,0.39215686274509803,0.00892078431372549,13.923287671232877,1249.0,0,0,0
3250,3250, 36 months,5.99,98.86,A,A2,Labconco Corp.,3 years,MORTGAGE,45292.8,Not Verified,2011-07-01,Charged Off,major_purchase,641xx,MO,23.84,0,1998-09-01,0,0.0,0.0,8,0,12693,55.7,29,2014-03-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.0717553341811502,0.002182686872968772,12.838356164383562,974.0,1,0,1
3000,3000, 36 months,11.49,98.92,B,B4,Debs shops,1 year,RENT,20000.0,Not Verified,2011-08-01,Charged Off,debt_consolidation,973xx,OR,19.2,0,1998-06-01,2,0.0,0.0,8,0,7650,94.4,13,2012-01-01,2012-06-01,0.0,0.0,0.0,0.0,0,0.15,0.004946,13.175342465753424,153.0,0,0,1
5000,5000, 36 months,10.99,163.67,B,B3,Delta Air Lines,10+ years,MORTGAGE,84000.0,Source Verified,2011-07-01,Fully Paid,house,300xx,GA,12.31,0,1996-08-01,1,0.0,0.0,14,0,9465,47.6,47,2013-06-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.05952380952380952,0.0019484523809523808,14.923287671232877,701.0,0,0,0
20000,20000, 36 months,6.99,617.46,A,A3,State of California. CTA.PSCO,10+ years,MORTGAGE,96000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,957xx,CA,6.89,0,1993-01-01,0,0.0,0.0,12,0,105845,13.7,40,2013-04-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.20833333333333334,0.006431875,18.59178082191781,609.0,0,0,0
18000,18000, 60 months,16.89,446.29,D,D4,DCMG,4 years,MORTGAGE,75000.0,Verified,2011-08-01,Fully Paid,debt_consolidation,924xx,CA,21.1,0,1987-03-01,3,24.0,0.0,14,0,11665,37.4,29,2016-01-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.24,0.005950533333333333,24.435616438356163,1614.0,1,1,0
9000,9000, 36 months,11.49,296.75,B,B4,En Masse Entertainment,< 1 year,MORTGAGE,102500.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,981xx,WA,9.05,1,1999-07-01,0,5.0,0.0,10,0,10151,31.6,19,2014-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.08780487804878048,0.002895121951219512,12.093150684931507,1004.0,0,0,0
3000,3000, 36 months,8.49,94.69,A,A5,GEO Group,9 years,MORTGAGE,48156.0,Source Verified,2011-08-01,Fully Paid,other,334xx,FL,0.0,0,2003-03-01,0,0.0,0.0,3,0,0,0.0,8,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0,0.0622975330176925,0.0019663178004817677,8.424657534246576,1096.0,0,0,0
16000,16000, 60 months,19.69,421.15,E,E5,Doco,7 years,MORTGAGE,82000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,707xx,LA,22.36,0,1998-11-01,2,0.0,94.0,11,1,5444,40.9,39,2016-02-01,2016-05-01,0.0,0.0,1.0,0.0,0,0.1951219512195122,0.005135975609756097,12.756164383561643,1645.0,1,1,0
8000,8000, 36 months,11.49,263.78,B,B4,Nabors Drilling,5 years,MORTGAGE,100000.0,Not Verified,2011-07-01,Fully Paid,home_improvement,760xx,TX,12.64,0,1997-11-01,0,29.0,0.0,8,0,7557,33.1,40,2013-02-01,2013-03-01,0.0,0.0,0.0,0.0,0,0.08,0.0026377999999999996,13.67123287671233,581.0,0,0,0
8000,8000, 60 months,18.39,204.85,E,E2,Boeing,7 years,RENT,79010.0,Source Verified,2011-08-01,Current,debt_consolidation,981xx,WA,8.79,0,1999-09-01,1,78.0,0.0,16,0,5728,83.0,27,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1012530059486141,0.0025927097835716996,11.923287671232877,1735.0,0,1,0
4500,4500, 36 months,7.49,139.96,A,A4,Unknown,Unknown,RENT,18000.0,Not Verified,2011-08-01,Fully Paid,other,015xx,MA,4.0,0,2006-07-01,0,0.0,0.0,5,0,2793,35.8,6,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0,0.25,0.007775555555555556,5.087671232876712,1096.0,0,0,0
11000,11000, 36 months,10.59,358.0,B,B2,We Energies,3 years,RENT,46000.0,Source Verified,2011-07-01,Fully Paid,debt_consolidation,531xx,WI,14.71,0,1999-01-01,0,29.0,0.0,9,0,1817,69.9,29,2013-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.2391304347826087,0.007782608695652174,12.504109589041096,581.0,0,0,0
18000,18000, 36 months,15.62,629.46,D,D1,Baker Hughes Incorporated,10+ years,MORTGAGE,54000.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,770xx,TX,25.58,0,1996-01-01,1,0.0,0.0,25,0,26844,43.8,63,2014-04-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.011656666666666668,15.591780821917808,974.0,1,1,0
15000,15000, 36 months,9.99,483.94,B,B1,Chadbourne & Parke LLP,7 years,MORTGAGE,75000.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,113xx,NY,4.11,0,1999-11-01,0,0.0,0.0,5,0,8956,35.1,22,2014-08-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.2,0.006452533333333333,11.756164383561643,1096.0,0,0,0
16750,16750, 36 months,10.59,545.13,B,B2,Mondo Media,1 year,OWN,34000.0,Not Verified,2011-07-01,Fully Paid,debt_consolidation,950xx,CA,18.11,0,2001-08-01,0,0.0,0.0,8,0,19061,39.6,11,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0,0.49264705882352944,0.016033235294117647,9.92054794520548,1127.0,0,0,0
2800,2800, 60 months,12.99,63.7,C,C1,"Jarvis Surgical, Inc.",1 year,MORTGAGE,62604.0,Not Verified,2011-07-01,Current,major_purchase,010xx,MA,17.79,0,2004-10-01,0,0.0,0.0,13,0,9313,51.7,17,2016-05-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.044725576640470256,0.0010175068685706985,6.750684931506849,1766.0,0,0,0
14500,14500, 36 months,5.99,441.06,A,A2,Ingersoll Rand / Schlage Lock Co.,8 years,MORTGAGE,70572.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,023xx,MA,5.44,0,1992-06-01,0,0.0,0.0,6,0,10924,32.2,23,2014-08-01,2014-09-01,0.0,0.0,0.0,0.0,0,0.20546392336904154,0.006249787451113756,19.17808219178082,1096.0,0,0,0
35000,35000, 60 months,19.69,921.26,E,E5,Unknown,10+ years,MORTGAGE,136750.0,Verified,2011-08-01,Fully Paid,small_business,662xx,KS,5.44,0,2000-06-01,3,0.0,0.0,7,0,7389,47.4,24,2013-04-01,2014-11-01,0.0,0.0,0.0,0.0,0,0.25594149908592323,0.006736819012797075,11.172602739726027,609.0,0,1,0
2500,2500, 36 months,8.49,78.91,A,A5,DXP ,2 years,RENT,36000.0,Source Verified,2011-08-01,Charged Off,home_improvement,902xx,CA,17.87,0,2002-07-01,0,29.0,0.0,7,0,872,33.5,10,2012-04-01,2012-06-01,0.0,0.0,0.0,0.0,0,0.06944444444444445,0.0021919444444444443,9.09041095890411,244.0,0,0,1
16000,16000, 36 months,5.99,486.68,A,A2,Aon Hewitt,10+ years,RENT,69000.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,328xx,FL,14.57,0,1995-11-01,0,0.0,0.0,11,0,5894,20.1,39,2013-04-01,2016-01-01,0.0,0.0,0.0,0.0,0,0.2318840579710145,0.007053333333333333,15.758904109589041,609.0,0,0,0
35000,35000, 60 months,21.36,953.97,F,F4,red mccombs hyundai nw,9 years,MORTGAGE,254616.0,Source Verified,2011-08-01,Charged Off,debt_consolidation,780xx,TX,12.56,1,1989-01-01,3,14.0,0.0,17,0,35860,61.4,63,2012-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.13746190341533918,0.003746700914318032,22.594520547945205,184.0,0,1,1
7125,7125, 36 months,6.99,219.97,A,A3,Anderson MFG  Inc,6 years,MORTGAGE,20004.0,Source Verified,2011-08-01,Fully Paid,debt_consolidation,317xx,GA,23.1,0,2002-10-01,0,0.0,0.0,9,0,7531,27.2,21,2013-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.35617876424715056,0.010996300739852029,8.838356164383562,762.0,1,0,0
30000,30000, 60 months,11.99,667.19,B,B5,CAl Fire,10+ years,RENT,99996.0,Verified,2011-08-01,Fully Paid,debt_consolidation,925xx,CA,17.75,0,1993-07-01,0,0.0,0.0,13,0,9591,29.5,31,2012-04-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.3000120004800192,0.006672166886675468,18.095890410958905,244.0,0,0,0
4000,4000, 36 months,10.59,130.18,B,B2,Unknown,2 years,RENT,80000.0,Source Verified,2011-08-01,Fully Paid,credit_card,334xx,FL,22.16,0,1986-06-01,1,0.0,0.0,8,0,10299,71.5,13,2014-08-01,2016-01-01,0.0,0.0,0.0,0.0,0,0.05,0.00162725,25.183561643835617,1096.0,1,0,0
15450,15450, 60 months,17.49,388.06,D,D5,Verizon,10+ years,MORTGAGE,70000.0,Verified,2011-08-01,Fully Paid,debt_consolidation,335xx,FL,21.62,0,1997-07-01,0,0.0,0.0,8,0,7949,94.6,17,2014-07-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.22071428571428572,0.0055437142857142855,14.093150684931507,1065.0,1,1,0
6700,6700, 36 months,9.99,216.16,B,B1,Jack Henry & Associates,10+ years,MORTGAGE,58000.0,Source Verified,2011-07-01,Fully Paid,home_improvement,657xx,MO,11.5,0,1997-02-01,0,0.0,112.0,10,1,8493,33.3,27,2014-02-01,2016-05-01,0.0,0.0,1.0,0.0,0,0.11551724137931034,0.0037268965517241377,14.419178082191781,946.0,0,0,0
20000,20000, 60 months,10.99,434.75,B,B3,US Navy ,10+ years,MORTGAGE,120000.0,Verified,2011-08-01,Fully Paid,debt_consolidation,967xx,HI,23.37,0,1998-12-01,0,0.0,0.0,7,0,15512,22.6,22,2014-10-01,2015-12-01,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.0036229166666666666,12.673972602739726,1157.0,1,0,0
17000,17000, 36 months,7.49,528.73,A,A4,City of Albuquerque,10+ years,MORTGAGE,60000.0,Not Verified,2011-08-01,Fully Paid,debt_consolidation,871xx,NM,6.62,0,1993-03-01,0,0.0,0.0,5,0,16964,58.5,24,2014-04-01,2014-04-01,0.0,0.0,0.0,0.0,0,0.2833333333333333,0.008812166666666668,18.43013698630137,974.0,0,0,0
1000,1000, 36 months,11.49,32.98,B,B4,GE,10+ years,MORTGAGE,42000.0,Not Verified,2011-07-01,Fully Paid,other,334xx,FL,17.83,0,2000-03-01,2,0.0,0.0,10,0,20596,88.0,18,2014-08-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.023809523809523808,0.0007852380952380951,11.33972602739726,1127.0,0,0,0
